"","observed","location_details","county","state","season","title","latitude","longitude","date","number","classification","geohash","temperature_high","temperature_mid","temperature_low","dew_point","humidity","cloud_cover","moon_phase","precip_intensity","precip_probability","precip_type","pressure","summary","conditions","uv_index","visibility","wind_bearing","wind_speed","word_count_of_observed"
"34","I was at camp and my cabin went for a hike. We came into a swamp-like area and heard some twigs snap and smelled this awful smell and saw something moving in the trees ahead.The creature was dark,hairy,grollia-like,and it was walking on to legs, it stopped for a moment and looked around then we ran out of the place. Later my conseuer told us it was just a bear but bears aren't usally in a swamp or walk on to legs.","It was called Moose River Camp Trail.","Lewis County","New York","Summer",NA,NA,NA,NA,6700,"Class A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81
"35","We were just going to sleep, when wife said there was a racoon looking in a small window. That window was at least 5 feet from the ground, with no trees or bushes close by. She persisted so much that I rolled over fast and saw something looking through the glass and it sure was not a coon. Next morning we went looking there was a small clearing, also there was a small stream about 2 feet wide,7 or 8 inches deep we found a heel print by edge of stream about 8 inches wide. By the way, this happened in the Adirondack Mts.",NA,"Hamilton County","New York","Summer",NA,NA,NA,NA,1524,"Class B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104
"36","In January or February of 1966, my father and I observed very large tracks in the snow.  Each track was about 15-16 inches in length and about 7-8 inches in width.  They were very widely spaced, about 12-14 feet, as if made by something running.  We followed them for a short distance; however, the snow was patchy and we lost the trail. Our sighting was in Mayfield, N. Y., behind Knoll's Market.  New York State Route 30 now passes exactly over the spot. At the time, I was an 11-year-old boy and had never heard of Bigfoot.  Years later, when I read about sightings in the Pacific Northwest, I realized what I had seen as a lad.",NA,"Fulton County","New York","Winter","Report 22561: Man recalls childhood observation - large tracks with long stride in snow - near Mayfield",43.0949,-74.27923,"1/15/1966",22561,"Class B","drejjtptbr",55.1,50.1,46.1,44.9,82.9,74.8,0.19,0.091,100,"['rain']",1019.1,"Partly cloudy throughout the day with rain.","Rain, Partially cloudy",NA,9.1,339.3,8.1,117
"37","On our way back to Paul Smith's College from our dendrology lab I noticed a large figure out the window by the powerlines. At first I thought it was a large man in a fur coat because I could see its arms, legs, head, and torso; but this creature was much too big to be a man and the fur seemed to be covering its entire body. It was about 1/3 the size of the telephone poles (about 30ft poles) that made up the powerlines and was walking enough to them for me to have a good comparison. That would make this thing about 8-10ft tall roughly. It had it's back to me and seemed to be casually ""strolling"" North along the path the powerlines went. It was moving slow and didn't seem spooked by any of the traffic on the road. But it was a good 100-125 yards down the powerlines so maybe that's why it wasn't spooked.","Looking North from the road (Route 86) where the powerlines cross, just West of Rainbow Rd. Or the powerlines just NE of the NOLS facilities. [Investigator (MM) notes: GPS for approximate location of figure during sighting: 44.434184, -74.183236","Franklin County","New York","Fall","Report 75097: Possible daylight sighting in Adirondacks 15 miles NW of Lake Placid",44.43419,-74.18324,"10/25/2022",75097,"Class B","drghzbvrvj",71.9,57.2,41.9,51.7,83.3,88.9,0,0,0,NA,1018.3,"Partly cloudy throughout the day.","Partially cloudy",3,6.5,192.7,19.6,159
"38","May 1983, Kinderhook, NY (Columbia County) 5:30 - 6:00 pm. At the corner of Rt. 203 and State Farm Rd. My daughter and I were making a right hand turn at the cow pasture of Rt 203 and State Farm Rd. in Valatie when we saw a large (7 feet at least), hairy man-like creature.  He was getting up from what appeared to be from a crouching position to a standing position.  I stopped the car suddenly. It glanced our way and then took off in the oppositite direction through the cow pasture.  The entire incident took less than 5 minutes. The creature's hair color was light brown.  The hair covered his face except for his eyes and mouth. Joyce Gifford 2 Spruce Run E. Greenbush, NY 12061","County Rt. 203 is off State Rt. 9W, south","Columbia County","New York","Spring",NA,NA,NA,NA,5245,"Class A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128
"39","My wife and I were on a Sunday drive on our Honda Goldwing Motorcycle heading South on the Chazy Lake Road towards Saranac, New York.  We live in Cadyville NY which is about 4 miles east of Saranac.  The Chazy Lake Road is a not too often traveled road in a heavilly wooded area.  I was comenting to my wife how quite our motorcycle was and I pulled the clutch lever in to allow the motorcycle to coast.  As we rounded the next curve we both saw 2 large black hairy figures in the middle of the road facing each other.  They looked into our direction then immediately ran into the woods.  They both headed into the woods in opposite directions.  The ran quite fast slightly bent at the waist.  When we arrived at the point where we saw them, there was no sign of them.  When this happened, my wife said, did you see what I think I just saw?  I said yes.  We agreed we would not tell anyone of our experience for fear of redicule.  I would estimate their size to be at least 6 feet tall and at least 200 plus pounds.","Take Route 374 from Dannemora heading west towards Lyon Mountain.  Turn Left on to the Chazy Lake Road heading towards Saranac.  Approximately 3 miles from there is where we say the 2.","Clinton County","New York","Summer",NA,NA,NA,NA,5241,"Class A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196
"40","I was out hunting when I saw a creature that I thought was a bear.  Then a second, much smaller creature that I realized was a bigfoot, come out of the brush.  I shot at them with my bow to scare them, and the larger one, which must have been 8-8.5 feet tall picked up the smaller one and placed it on its back and walked, not ran, away.  I then quickly packed up and ran to the UTV I was using.","Cascade Mountain Rd, Amenia, NY","Dutchess County","New York","Fall","Report 43285: Bow hunter with binoculars observes a tall Bigfoot with a smaller one near Amenia",41.87219,-73.55858,"11/9/2013",43285,"Class A","dr7wnns70v",46.2,40.2,33.8,25.5,56.2,64.3,0.22,0,0,NA,1021.3,"Partly cloudy throughout the day.","Partially cloudy",NA,9.9,230.8,9.2,82
"41","On March 18th, 2018, I was hiking alone at night on the Appalachian Trail off of Route 22 in Pawling,NY.  I was heading up Corbin Hill towards Cat Rocks, near West Mountain.  I started just before sunset, around 7pm. On my return trip down Corbin Hill, around 9pm, I heard a loud vocalization that I could not identify. It was a loud scream, lasting about 15 seconds. It started low-pitched as a howling ""oooooh"" sound, then got higher pitched as an ""aaaah"" sound.  It didn't sound like an owl or coyote, but more like a primate.  Based on my internet research, it sounded most like a gibbon's call, but deeper.  I heard no further vocalizations. I cannot confirm that what I heard was a Sasquatch, but I felt it was important to report.","Heard the vocalization while on the Appalachian Trail, heading down towards Route 22. Around this GPS point: Dropped pin Near Appalachian Trail, Pawling, NY 12564 https://maps.app.goo.gl/T9wmAoYeJ28Z4AC28 Longitude / Latitude: 41.605115, -73.595064","Dutchess County","New York","Spring","Report 67425: Possible vocalization 4 miles north of Pawling, heard from Appalachian Trail",41.60511,-73.59506,"3/18/2018",67425,"Class B","dr7stmcxqf",38.5,27.2,17,3.9,38.4,7.4,0.04,0,0,NA,1012.7,"Clear conditions throughout the day.","Clear",8,9.9,338.4,14,133
"42","It was approx. 12:45am, me and my friend travis who lives on the end of Pelfishier road(outside of westport on R22), we were heading towards my house in Mineville, I was a little bit ahead of him and as I passed Cheney Road I saw something run out in front of me, it was very large and very fast, it was running with it's two legs and one hand out in front, and seemed to be carrying something with the other.",NA,"Essex County","New York","Fall",NA,NA,NA,NA,5047,"Class B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81
"43","My wife and I live outside the village of elzabethtown in essex county n.y. In the fall of 2002 in october at around 2am my wife stepped out on our porch it was a unusually mild night clear with stars shining . My wife called out for me to come out and join her when she did there was a loud commotion up on the hill beside our house. There was a series of loud screams and thrashing as if something large had been startled by the sound of her voice the screams were unlike any animal I have ever heard and whatever it was was running at full speed through the woods breaking branches as it went . We were both quite shaken and the next morning I went up to site to see if I could find anything but there were no tracks as the ground in the spot is hard and gravelly. I have hunted and fished the area for many years but have never had an incident like that nor have I ever heard any animal in the north country make a sound like those screams","3 miles outside of the village of elizabethtown on rt 9n heading to Keene","Essex County","New York","Fall",NA,NA,NA,NA,7909,"Class B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190
"44","3:20 in afternoon this date, driving east on Dugway road in Chesterfield NY Essex County. Sunny weather, road is shady in spots. Observed a tall & black sasquatch standing on left side of road next to a large white pine tree, possibly 300' ahead of my car. Said to myself ""what the hell"" it was gone down the hill.  I stopped, got out & searched for prints or maybe catch a smell, found nothing, smelled nothing. Clocked milage to next road intersection with the Augar Lake Rd to be 1+ mi, went back & scoured around a little more but did not find anything I can report.","[Investigator (MM) notes: This witness cannot precisely pinpoint the spot along the road where the figure was standing, but it is close to this spot, give or take 100 feet: 44.485509, -73.525189","Essex County","New York","Summer","Report 74531: RECENT: Reliable motorist sighting of a sasquatch 2.5 miles SW of Keeseville (Adirondacks - Ausable River)",44.48551,-73.52519,"5/30/2022",74531,"Class A","drgtnfkdfu",81.7,68.9,52.3,55.4,64.7,19.1,0,0,0,NA,1015.4,"Clear conditions throughout the day.","Clear",10,9.9,159.2,10.2,107
